Temperature,Year,Month,Country,,
23.5247,1997,3,IND,,
25.914997,1997,4,IND,,
28.60072,1997,5,IND,,
28.627026,1997,6,IND,,
27.386929,1997,7,IND,,
26.385244,1997,8,IND,,
26.10465,1997,9,IND,,
23.966398,1997,10,IND,,
21.392462,1997,11,IND,,
17.6749,1997,12,IND,,
17.16231,1998,1,IND,,
19.634403,1998,2,IND,,
22.79118,1998,3,IND,,
27.700562,1998,4,IND,,
30.299038,1998,5,IND,,
29.834482,1998,6,IND,,
27.3077,1998,7,IND,,
26.850521,1998,8,IND,,
26.506495,1998,9,IND,,
25.30834,1998,10,IND,,
21.696873,1998,11,IND,,
17.873537,1998,12,IND,,
16.638172,1999,1,IND,,
20.35886,1999,2,IND,,
24.259502,1999,3,IND,,
28.325903,1999,4,IND,,
29.060785,1999,5,IND,,
28.461828,1999,6,IND,,
26.980032,1999,7,IND,,
26.448355,1999,8,IND,,
26.317804,1999,9,IND,,
24.95886,1999,10,IND,,
21.684042,1999,11,IND,,
18.063993,1999,12,IND,,
17.696793,2000,1,IND,,
18.665758,2000,2,IND,,
22.991179,2000,3,IND,,
28.2409,2000,4,IND,,
29.310825,2000,5,IND,,
28.251001,2000,6,IND,,
26.841059,2000,7,IND,,
26.663992,2000,8,IND,,
26.228388,2000,9,IND,,
25.577145,2000,10,IND,,
21.793184,2000,11,IND,,
18.035366,2000,12,IND,,
17.090055,2001,1,IND,,
20.039295,2001,2,IND,,
23.792542,2001,3,IND,,
27.223898,2001,4,IND,,
29.59599,2001,5,IND,,
27.982197,2001,6,IND,,
26.794708,2001,7,IND,,
26.63769,2001,8,IND,,
26.898556,2001,9,IND,,
25.268805,2001,10,IND,,
21.93681,2001,11,IND,,
18.384441,2001,12,IND,,
17.238253,2002,1,IND,,
19.73769,2002,2,IND,,
24.300562,2002,3,IND,,
28.07819,2002,4,IND,,
30.29607,2002,5,IND,,
29.14539,2002,6,IND,,
27.91676,2002,7,IND,,
26.503448,2002,8,IND,,
26.088694,2002,9,IND,,
25.265356,2002,10,IND,,
21.492222,2002,11,IND,,
18.66287,2002,12,IND,,
17.275381,2003,1,IND,,
19.940657,2003,2,IND,,
23.279873,2003,3,IND,,
28.039373,2003,4,IND,,
29.665838,2003,5,IND,,
29.73352,2003,6,IND,,
27.01267,2003,7,IND,,
26.588053,2003,8,IND,,
26.163671,2003,9,IND,,
24.887972,2003,10,IND,,
21.429913,2003,11,IND,,
17.998556,2003,12,IND,,
17.047634,2004,1,IND,,
19.55838,2004,2,IND,,
25.256777,2004,3,IND,,
28.261347,2004,4,IND,,
29.34932,2004,5,IND,,
28.408741,2004,6,IND,,
27.386368,2004,7,IND,,
26.36608,2004,8,IND,,
26.70425,2004,9,IND,,
24.21275,2004,10,IND,,
21.41243,2004,11,IND,,
18.47073,2004,12,IND,,
17.294788,2005,1,IND,,
19.55389,2005,2,IND,,
24.066319,2005,3,IND,,
27.10738,2005,4,IND,,
28.994467,2005,5,IND,,
29.977066,2005,6,IND,,
26.964956,2005,7,IND,,
26.769688,2005,8,IND,,
26.402487,2005,9,IND,,
24.575222,2005,10,IND,,
20.707619,2005,11,IND,,
17.431675,2005,12,IND,,
17.577785,2006,1,IND,,
21.277546,2006,2,IND,,
23.373455,2006,3,IND,,
27.120691,2006,4,IND,,
29.625341,2006,5,IND,,
28.702724,2006,6,IND,,
27.139456,2006,7,IND,,
26.371052,2006,8,IND,,
26.450119,2006,9,IND,,
25.376904,2006,10,IND,,
21.735285,2006,11,IND,,
18.461988,2006,12,IND,,
17.4413,2007,1,IND,,
19.795269,2007,2,IND,,
23.323256,2007,3,IND,,
28.198797,2007,4,IND,,
29.542343,2007,5,IND,,
29.047073,2007,6,IND,,
27.334003,2007,7,IND,,
26.856054,2007,8,IND,,
26.586527,2007,9,IND,,
24.768564,2007,10,IND,,
21.578028,2007,11,IND,,
18.157578,2007,12,IND,,
17.209383,2008,1,IND,,
18.342903,2008,2,IND,,
24.46616,2008,3,IND,,
27.150202,2008,4,IND,,
29.344748,2008,5,IND,,
28.086048,2008,6,IND,,
26.945389,2008,7,IND,,
26.284122,2008,8,IND,,
26.270248,2008,9,IND,,
25.289654,2008,10,IND,,
21.83697,2008,11,IND,,
19.306656,2008,12,IND,,
18.423336,2009,1,IND,,
21.065517,2009,2,IND,,
24.521893,2009,3,IND,,
28.20898,2009,4,IND,,
30.007618,2009,5,IND,,
29.838333,2009,6,IND,,
27.482357,2009,7,IND,,
27.346272,2009,8,IND,,
26.779072,2009,9,IND,,
24.928629,2009,10,IND,,
21.649239,2009,11,IND,,
18.72903,2009,12,IND,,
15.905063,2010,1,IND,,
19.146185,2010,2,IND,,
24.458462,2010,3,IND,,
28.135645,2010,4,IND,,
29.252497,2010,5,IND,,
28.615534,2010,6,IND,,
26.970804,2010,7,IND,,
26.410955,2010,8,IND,,
25.731068,2010,9,IND,,
24.638557,2010,10,IND,,
21.264217,2010,11,IND,,
16.586546,2010,12,IND,,
15.341678,2011,1,IND,,
18.585854,2011,2,IND,,
22.78918,2011,3,IND,,
25.750626,2011,4,IND,,
28.726215,2011,5,IND,,
28.007145,2011,6,IND,,
26.701874,2011,7,IND,,
26.139252,2011,8,IND,,
25.703953,2011,9,IND,,
24.423578,2011,10,IND,,
20.936062,2011,11,IND,,
17.323439,2011,12,IND,,
15.347504,2012,1,IND,,
18.037031,2012,2,IND,,
22.611858,2012,3,IND,,
26.264425,2012,4,IND,,
28.903606,2012,5,IND,,
29.03093,2012,6,IND,,
26.966503,2012,7,IND,,
26.019764,2012,8,IND,,
25.63856,2012,9,IND,,
23.61581,2012,10,IND,,
19.977947,2012,11,IND,,
17.294521,2012,12,IND,,
24.991304,1901,1,MYS,,
25.137266,1901,2,MYS,,
25.61677,1901,3,MYS,,
25.934784,1901,4,MYS,,
26.11615,1901,5,MYS,,
25.884472,1901,6,MYS,,
25.570187,1901,7,MYS,,
25.522982,1901,8,MYS,,
25.427952,1901,9,MYS,,
25.449688,1901,10,MYS,,
25.225466,1901,11,MYS,,
25.084473,1901,12,MYS,,
24.767702,1902,1,MYS,,
25.053417,1902,2,MYS,,
25.507454,1902,3,MYS,,
25.919876,1902,4,MYS,,
26.085093,1902,5,MYS,,
25.93851,1902,6,MYS,,
25.553417,1902,7,MYS,,
25.51118,1902,8,MYS,,
25.364597,1902,9,MYS,,
25.427328,1902,10,MYS,,
25.176397,1902,11,MYS,,
25.229193,1902,12,MYS,,
24.914286,1903,1,MYS,,
24.870186,1903,2,MYS,,
25.554659,1903,3,MYS,,
25.944098,1903,4,MYS,,
26.096273,1903,5,MYS,,
25.685093,1903,6,MYS,,
25.381987,1903,7,MYS,,
25.407454,1903,8,MYS,,
25.219875,1903,9,MYS,,
25.221739,1903,10,MYS,,
24.891926,1903,11,MYS,,
24.542236,1903,12,MYS,,
24.393787,1904,1,MYS,,
24.616772,1904,2,MYS,,
25.294409,1904,3,MYS,,
25.568943,1904,4,MYS,,
25.792547,1904,5,MYS,,
25.659628,1904,6,MYS,,
25.432299,1904,7,MYS,,
25.362734,1904,8,MYS,,
25.237888,1904,9,MYS,,
25.273914,1904,10,MYS,,
24.871428,1904,11,MYS,,
24.720497,1904,12,MYS,,
24.887577,1905,1,MYS,,
25.015528,1905,2,MYS,,
25.512423,1905,3,MYS,,
26.001865,1905,4,MYS,,
26.001242,1905,5,MYS,,
25.72671,1905,6,MYS,,
25.378881,1905,7,MYS,,
25.460247,1905,8,MYS,,
25.329193,1905,9,MYS,,
25.329193,1905,10,MYS,,
25.053417,1905,11,MYS,,
25.368944,1905,12,MYS,,
25.037888,1906,1,MYS,,
25.22733,1906,2,MYS,,
25.558384,1906,3,MYS,,
26.181988,1906,4,MYS,,
26.234783,1906,5,MYS,,
25.762112,1906,6,MYS,,
25.482609,1906,7,MYS,,
25.49441,1906,8,MYS,,
25.359005,1906,9,MYS,,
25.244099,1906,10,MYS,,
24.928572,1906,11,MYS,,
25.02795,1906,12,MYS,,
24.681366,1907,1,MYS,,
24.919254,1907,2,MYS,,
25.251553,1907,3,MYS,,
25.760248,1907,4,MYS,,
25.847204,1907,5,MYS,,
25.703106,1907,6,MYS,,
25.376398,1907,7,MYS,,
25.32174,1907,8,MYS,,
25.268944,1907,9,MYS,,
25.309317,1907,10,MYS,,
25.102484,1907,11,MYS,,
24.737888,1907,12,MYS,,
24.76646,1908,1,MYS,,
24.959627,1908,2,MYS,,
25.346584,1908,3,MYS,,
25.825466,1908,4,MYS,,
25.87764,1908,5,MYS,,
25.66708,1908,6,MYS,,
25.386957,1908,7,MYS,,
25.422981,1908,8,MYS,,
25.317392,1908,9,MYS,,
25.339752,1908,10,MYS,,
24.863354,1908,11,MYS,,
24.927952,1908,12,MYS,,
24.792545,1909,1,MYS,,
25.004347,1909,2,MYS,,
25.413044,1909,3,MYS,,
25.825466,1909,4,MYS,,
25.887577,1909,5,MYS,,
25.76087,1909,6,MYS,,
25.381987,1909,7,MYS,,
25.480124,1909,8,MYS,,
25.295033,1909,9,MYS,,
25.364597,1909,10,MYS,,
24.896894,1909,11,MYS,,
24.747826,1909,12,MYS,,
24.880745,1910,1,MYS,,
24.875156,1910,2,MYS,,
25.286957,1910,3,MYS,,
25.725468,1910,4,MYS,,
25.862732,1910,5,MYS,,
25.703106,1910,6,MYS,,
25.5,1910,7,MYS,,
25.440372,1910,8,MYS,,
25.201242,1910,9,MYS,,
25.28882,1910,10,MYS,,
24.990063,1910,11,MYS,,
24.792545,1910,12,MYS,,
24.974535,1911,1,MYS,,
25.344099,1911,2,MYS,,
25.630436,1911,3,MYS,,
25.948446,1911,4,MYS,,
25.892548,1911,5,MYS,,
25.953415,1911,6,MYS,,
26.009317,1911,7,MYS,,
25.581366,1911,8,MYS,,
25.562113,1911,9,MYS,,
25.507454,1911,10,MYS,,
25.770807,1911,11,MYS,,
25.609936,1911,12,MYS,,
25.598137,1912,1,MYS,,
25.704967,1912,2,MYS,,
26.320496,1912,3,MYS,,
26.366459,1912,4,MYS,,
26.337887,1912,5,MYS,,
26.080746,1912,6,MYS,,
25.637268,1912,7,MYS,,
25.571428,1912,8,MYS,,
25.634785,1912,9,MYS,,
25.501863,1912,10,MYS,,
25.304348,1912,11,MYS,,
25.453417,1912,12,MYS,,
25.291304,1913,1,MYS,,
25.575777,1913,2,MYS,,
26.159628,1913,3,MYS,,
25.759628,1913,4,MYS,,
25.980124,1913,5,MYS,,
25.696894,1913,6,MYS,,
25.645962,1913,7,MYS,,
25.663355,1913,8,MYS,,
25.612423,1913,9,MYS,,
25.66149,1913,10,MYS,,
25.490063,1913,11,MYS,,
25.614285,1913,12,MYS,,
25.063354,1914,1,MYS,,
25.56087,1914,2,MYS,,
25.911182,1914,3,MYS,,
26.24472,1914,4,MYS,,
26.72733,1914,5,MYS,,
25.770187,1914,6,MYS,,
25.873291,1914,7,MYS,,
26.017391,1914,8,MYS,,
25.893167,1914,9,MYS,,
25.882608,1914,10,MYS,,
26.020496,1914,11,MYS,,
25.996273,1914,12,MYS,,
25.441616,1915,1,MYS,,
25.701864,1915,2,MYS,,
26.059628,1915,3,MYS,,
26.454037,1915,4,MYS,,
26.444098,1915,5,MYS,,
26.342855,1915,6,MYS,,
25.781366,1915,7,MYS,,
26.244099,1915,8,MYS,,
25.734783,1915,9,MYS,,
25.687576,1915,10,MYS,,
25.777018,1915,11,MYS,,
25.34472,1915,12,MYS,,
24.953417,1916,1,MYS,,
25.4882,1916,2,MYS,,
25.719875,1916,3,MYS,,
26.080746,1916,4,MYS,,
25.72236,1916,5,MYS,,
25.721737,1916,6,MYS,,
25.273914,1916,7,MYS,,
25.596895,1916,8,MYS,,
25.639751,1916,9,MYS,,
25.706211,1916,10,MYS,,
25.41118,1916,11,MYS,,
25.308075,1916,12,MYS,,
24.778881,1917,1,MYS,,
24.786335,1917,2,MYS,,
25.400621,1917,3,MYS,,
26.02795,1917,4,MYS,,
25.295652,1917,5,MYS,,
25.574535,1917,6,MYS,,
25.540373,1917,7,MYS,,
25.329193,1917,8,MYS,,
25.342857,1917,9,MYS,,
25.402485,1917,10,MYS,,
25.445341,1917,11,MYS,,
25.129814,1917,12,MYS,,
23.770807,1918,1,MYS,,
23.829815,1918,2,MYS,,
25.314907,1918,3,MYS,,
25.4559,1918,4,MYS,,
25.626709,1918,5,MYS,,
25.28323,1918,6,MYS,,
25.75528,1918,7,MYS,,
25.654037,1918,8,MYS,,
25.649689,1918,9,MYS,,
25.364597,1918,10,MYS,,
25.65528,1918,11,MYS,,
24.919254,1918,12,MYS,,
25.517391,1919,1,MYS,,
25.831676,1919,2,MYS,,
26.211802,1919,3,MYS,,
26.475775,1919,4,MYS,,
26.49441,1919,5,MYS,,
26.211802,1919,6,MYS,,
25.5882,1919,7,MYS,,
26.003107,1919,8,MYS,,
25.687576,1919,9,MYS,,
25.64472,1919,10,MYS,,
25.453417,1919,11,MYS,,
25.262112,1919,12,MYS,,
25.054037,1920,1,MYS,,
25.374535,1920,2,MYS,,
25.904348,1920,3,MYS,,
26.219254,1920,4,MYS,,
26.229193,1920,5,MYS,,
26.3,1920,6,MYS,,
25.878262,1920,7,MYS,,
25.575155,1920,8,MYS,,
25.690683,1920,9,MYS,,
25.539131,1920,10,MYS,,
25.813044,1920,11,MYS,,
24.915527,1920,12,MYS,,
25.087578,1921,1,MYS,,
25.104347,1921,2,MYS,,
25.672049,1921,3,MYS,,
25.913666,1921,4,MYS,,
25.681988,1921,5,MYS,,
25.668324,1921,6,MYS,,
25.600622,1921,7,MYS,,
25.788198,1921,8,MYS,,
25.705591,1921,9,MYS,,
25.350933,1921,10,MYS,,
25.231678,1921,11,MYS,,
25.39441,1921,12,MYS,,
25.50559,1922,1,MYS,,
25.252174,1922,2,MYS,,
25.380745,1922,3,MYS,,
25.681366,1922,4,MYS,,
25.695032,1922,5,MYS,,
25.732296,1922,6,MYS,,
25.526087,1922,7,MYS,,
25.383228,1922,8,MYS,,
25.727951,1922,9,MYS,,
25.523602,1922,10,MYS,,
25.77143,1922,11,MYS,,
25.644098,1922,12,MYS,,
24.939753,1923,1,MYS,,
25.263355,1923,2,MYS,,
25.4118,1923,3,MYS,,
26.166458,1923,4,MYS,,
25.87205,1923,5,MYS,,
25.936646,1923,6,MYS,,
25.421118,1923,7,MYS,,
25.280125,1923,8,MYS,,
25.185715,1923,9,MYS,,
25.456522,1923,10,MYS,,
25.476398,1923,11,MYS,,
25.454659,1923,12,MYS,,
25.437267,1924,1,MYS,,
25.406834,1924,2,MYS,,
25.490063,1924,3,MYS,,
26.165216,1924,4,MYS,,
26.036646,1924,5,MYS,,
25.737888,1924,6,MYS,,
25.715527,1924,7,MYS,,
26.018635,1924,8,MYS,,
25.304968,1924,9,MYS,,
25.217392,1924,10,MYS,,
25.078882,1924,11,MYS,,
24.824844,1924,12,MYS,,
25.0441,1925,1,MYS,,
24.550932,1925,2,MYS,,
25.196896,1925,3,MYS,,
25.818634,1925,4,MYS,,
26.036646,1925,5,MYS,,
26,1925,6,MYS,,
25.778263,1925,7,MYS,,
25.83292,1925,8,MYS,,
25.611801,1925,9,MYS,,
25.314285,1925,10,MYS,,
25.386335,1925,11,MYS,,
24.90559,1925,12,MYS,,
24.826086,1926,1,MYS,,
25.430435,1926,2,MYS,,
25.806833,1926,3,MYS,,
26.666458,1926,4,MYS,,
26.560247,1926,5,MYS,,
26.129812,1926,6,MYS,,
25.677017,1926,7,MYS,,
25.78385,1926,8,MYS,,
25.550312,1926,9,MYS,,
25.436024,1926,10,MYS,,
25.407454,1926,11,MYS,,
25.351553,1926,12,MYS,,
24.950932,1927,1,MYS,,
25.279503,1927,2,MYS,,
26.00559,1927,3,MYS,,
25.975775,1927,4,MYS,,
25.887577,1927,5,MYS,,
25.83913,1927,6,MYS,,
25.685093,1927,7,MYS,,
25.759628,1927,8,MYS,,
25.778263,1927,9,MYS,,
25.245962,1927,10,MYS,,
25.358385,1927,11,MYS,,
25.567081,1927,12,MYS,,
25.457142,1928,1,MYS,,
25.186956,1928,2,MYS,,
25.654037,1928,3,MYS,,
25.913666,1928,4,MYS,,
26.12236,1928,5,MYS,,
25.86708,1928,6,MYS,,
25.65093,1928,7,MYS,,
25.78944,1928,8,MYS,,
25.665838,1928,9,MYS,,
25.4,1928,10,MYS,,
25.327328,1928,11,MYS,,
25.598759,1928,12,MYS,,
24.803726,1929,1,MYS,,
24.763975,1929,2,MYS,,
24.990063,1929,3,MYS,,
25.918634,1929,4,MYS,,
26.06149,1929,5,MYS,,
25.522982,1929,6,MYS,,
25.767704,1929,7,MYS,,
25.694408,1929,8,MYS,,
25.580124,1929,9,MYS,,
25.336025,1929,10,MYS,,
25.003105,1929,11,MYS,,
25.17826,1929,12,MYS,,
25.163355,1930,1,MYS,,
25.183851,1930,2,MYS,,
25.41118,1930,3,MYS,,
26.075775,1930,4,MYS,,
25.98882,1930,5,MYS,,
25.812424,1930,6,MYS,,
26.188198,1930,7,MYS,,
26.398136,1930,8,MYS,,
25.901241,1930,9,MYS,,
25.731678,1930,10,MYS,,
25.540995,1930,11,MYS,,
25.532919,1930,12,MYS,,
25.554659,1931,1,MYS,,
25.836645,1931,2,MYS,,
26.262732,1931,3,MYS,,
26.503107,1931,4,MYS,,
26.563354,1931,5,MYS,,
26.397516,1931,6,MYS,,
25.86708,1931,7,MYS,,
26.465216,1931,8,MYS,,
25.684473,1931,9,MYS,,
25.531677,1931,10,MYS,,
25.46149,1931,11,MYS,,
25.036646,1931,12,MYS,,
24.675777,1932,1,MYS,,
25.149067,1932,2,MYS,,
25.41118,1932,3,MYS,,
25.892548,1932,4,MYS,,
25.822983,1932,5,MYS,,
25.625467,1932,6,MYS,,
25.654037,1932,7,MYS,,
25.765217,1932,8,MYS,,
25.486958,1932,9,MYS,,
25.688818,1932,10,MYS,,
25.128572,1932,11,MYS,,
25.331676,1932,12,MYS,,
25.103106,1933,1,MYS,,
25.254658,1933,2,MYS,,
25.550312,1933,3,MYS,,
26.059628,1933,4,MYS,,
26.347828,1933,5,MYS,,
26.034784,1933,6,MYS,,
25.737268,1933,7,MYS,,
25.973913,1933,8,MYS,,
25.501242,1933,9,MYS,,
25.286957,1933,10,MYS,,
24.913044,1933,11,MYS,,
24.896894,1933,12,MYS,,
24.367702,1934,1,MYS,,
24.313663,1934,2,MYS,,
24.949688,1934,3,MYS,,
25.611801,1934,4,MYS,,
26.075775,1934,5,MYS,,
25.730434,1934,6,MYS,,
25.780125,1934,7,MYS,,
25.747204,1934,8,MYS,,
25.680124,1934,9,MYS,,
25.380745,1934,10,MYS,,
25.336025,1934,11,MYS,,
25.190062,1934,12,MYS,,
25.141615,1935,1,MYS,,
25.440994,1935,2,MYS,,
26.042236,1935,3,MYS,,
25.97764,1935,4,MYS,,
25.73292,1935,5,MYS,,
25.671429,1935,6,MYS,,
25.990683,1935,7,MYS,,
25.847828,1935,8,MYS,,
25.764597,1935,9,MYS,,
25.759628,1935,10,MYS,,
25.475777,1935,11,MYS,,
25.365217,1935,12,MYS,,
25.226707,1936,1,MYS,,
25.790684,1936,2,MYS,,
25.637268,1936,3,MYS,,
26.137268,1936,4,MYS,,
26.227951,1936,5,MYS,,
25.815527,1936,6,MYS,,
25.794409,1936,7,MYS,,
25.527328,1936,8,MYS,,
25.647827,1936,9,MYS,,
25.253416,1936,10,MYS,,
25.309938,1936,11,MYS,,
25.77143,1936,12,MYS,,
25.518013,1937,1,MYS,,
25.547825,1937,2,MYS,,
26.072672,1937,3,MYS,,
26.199377,1937,4,MYS,,
25.71677,1937,5,MYS,,
26.190063,1937,6,MYS,,
25.84348,1937,7,MYS,,
26.08199,1937,8,MYS,,
25.601864,1937,9,MYS,,
25.237267,1937,10,MYS,,
25.463354,1937,11,MYS,,
25.467081,1937,12,MYS,,
25.270185,1938,1,MYS,,
25.711802,1938,2,MYS,,
25.595032,1938,3,MYS,,
25.81615,1938,4,MYS,,
25.754038,1938,5,MYS,,
25.850931,1938,6,MYS,,
25.63913,1938,7,MYS,,
25.652172,1938,8,MYS,,
25.668945,1938,9,MYS,,
25.500622,1938,10,MYS,,
25.290684,1938,11,MYS,,
25.452795,1938,12,MYS,,
25.362112,1939,1,MYS,,
25.043478,1939,2,MYS,,
25.579502,1939,3,MYS,,
26.123602,1939,4,MYS,,
25.942856,1939,5,MYS,,
25.741613,1939,6,MYS,,
25.83292,1939,7,MYS,,
25.765217,1939,8,MYS,,
25.385094,1939,9,MYS,,
25.346584,1939,10,MYS,,
25.451553,1939,11,MYS,,
24.997517,1939,12,MYS,,
24.840994,1940,1,MYS,,
24.839752,1940,2,MYS,,
25.647205,1940,3,MYS,,
26.237268,1940,4,MYS,,
26.179504,1940,5,MYS,,
26.114285,1940,6,MYS,,
25.990063,1940,7,MYS,,
25.557764,1940,8,MYS,,
25.700623,1940,9,MYS,,
25.836645,1940,10,MYS,,
25.590683,1940,11,MYS,,
25.57826,1940,12,MYS,,
25.741613,1941,1,MYS,,
25.852173,1941,2,MYS,,
26.187576,1941,3,MYS,,
26.790684,1941,4,MYS,,
26.702484,1941,5,MYS,,
26.596273,1941,6,MYS,,
26.126709,1941,7,MYS,,
26.213665,1941,8,MYS,,
25.87764,1941,9,MYS,,
26.162113,1941,10,MYS,,
25.629192,1941,11,MYS,,
25.725468,1941,12,MYS,,
24.754658,1942,1,MYS,,
25.065838,1942,2,MYS,,
25.526087,1942,3,MYS,,
25.872671,1942,4,MYS,,
25.982609,1942,5,MYS,,
25.78323,1942,6,MYS,,
25.48882,1942,7,MYS,,
25.468945,1942,8,MYS,,
25.400621,1942,9,MYS,,
25.380123,1942,10,MYS,,
25.149689,1942,11,MYS,,
25.031677,1942,12,MYS,,
24.68882,1943,1,MYS,,
24.950932,1943,2,MYS,,
25.483852,1943,3,MYS,,
25.745342,1943,4,MYS,,
26.001242,1943,5,MYS,,
25.740993,1943,6,MYS,,
25.465218,1943,7,MYS,,
25.468945,1943,8,MYS,,
25.370186,1943,9,MYS,,
25.380123,1943,10,MYS,,
25.097515,1943,11,MYS,,
24.947205,1943,12,MYS,,
24.904346,1944,1,MYS,,
25.087578,1944,2,MYS,,
25.483852,1944,3,MYS,,
25.948446,1944,4,MYS,,
26.024845,1944,5,MYS,,
25.78323,1944,6,MYS,,
25.458385,1944,7,MYS,,
25.468945,1944,8,MYS,,
25.442858,1944,9,MYS,,
25.410559,1944,10,MYS,,
25.149689,1944,11,MYS,,
24.903727,1944,12,MYS,,
24.870186,1945,1,MYS,,
25.109938,1945,2,MYS,,
25.419254,1945,3,MYS,,
25.854038,1945,4,MYS,,
25.99441,1945,5,MYS,,
25.759628,1945,6,MYS,,
25.519255,1945,7,MYS,,
25.499378,1945,8,MYS,,
25.400621,1945,9,MYS,,
25.327951,1945,10,MYS,,
25.25528,1945,11,MYS,,
25.116148,1945,12,MYS,,
24.839752,1946,1,MYS,,
25.060247,1946,2,MYS,,
25.617392,1946,3,MYS,,
25.863354,1946,4,MYS,,
26,1946,5,MYS,,
25.785091,1946,6,MYS,,
25.530436,1946,7,MYS,,
25.4441,1946,8,MYS,,
25.390062,1946,9,MYS,,
25.426086,1946,10,MYS,,
25.234161,1946,11,MYS,,
25.32174,1946,12,MYS,,
25.195652,1947,1,MYS,,
25.211802,1947,2,MYS,,
25.649069,1947,3,MYS,,
26.041615,1947,4,MYS,,
26.134785,1947,5,MYS,,
25.919876,1947,6,MYS,,
25.6,1947,7,MYS,,
25.584473,1947,8,MYS,,
25.552795,1947,9,MYS,,
25.484472,1947,10,MYS,,
25.15031,1947,11,MYS,,
25.092546,1947,12,MYS,,
25.019876,1948,1,MYS,,
25.138508,1948,2,MYS,,
25.61056,1948,3,MYS,,
26.42857,1948,4,MYS,,
26.304348,1948,5,MYS,,
26.310558,1948,6,MYS,,
25.785715,1948,7,MYS,,
25.978262,1948,8,MYS,,
25.697515,1948,9,MYS,,
25.796274,1948,10,MYS,,
25.129192,1948,11,MYS,,
25.596895,1948,12,MYS,,
25.2,1949,1,MYS,,
25.480745,1949,2,MYS,,
26.045963,1949,3,MYS,,
26.09441,1949,4,MYS,,
26.008694,1949,5,MYS,,
25.927952,1949,6,MYS,,
25.736027,1949,7,MYS,,
25.859005,1949,8,MYS,,
25.73292,1949,9,MYS,,
25.454659,1949,10,MYS,,
25.267702,1949,11,MYS,,
25.501242,1949,12,MYS,,
25.648447,1950,1,MYS,,
25.367702,1950,2,MYS,,
25.950312,1950,3,MYS,,
26.0118,1950,4,MYS,,
26.144098,1950,5,MYS,,
26.131678,1950,6,MYS,,
25.848446,1950,7,MYS,,
25.68385,1950,8,MYS,,
25.549068,1950,9,MYS,,
25.438509,1950,10,MYS,,
25.498758,1950,11,MYS,,
25.294409,1950,12,MYS,,
25.004347,1951,1,MYS,,
24.840994,1951,2,MYS,,
25.431057,1951,3,MYS,,
25.954657,1951,4,MYS,,
25.929813,1951,5,MYS,,
26.054657,1951,6,MYS,,
25.288198,1951,7,MYS,,
25.793789,1951,8,MYS,,
25.458385,1951,9,MYS,,
25.475155,1951,10,MYS,,
25.690063,1951,11,MYS,,
25.430435,1951,12,MYS,,
25.388199,1952,1,MYS,,
25.481987,1952,2,MYS,,
25.536024,1952,3,MYS,,
26.100622,1952,4,MYS,,
25.986334,1952,5,MYS,,
25.972672,1952,6,MYS,,
25.572048,1952,7,MYS,,
25.504347,1952,8,MYS,,
25.398758,1952,9,MYS,,
25.508696,1952,10,MYS,,
25.050312,1952,11,MYS,,
25.008076,1952,12,MYS,,
25.15528,1953,1,MYS,,
24.9882,1953,2,MYS,,
25.690063,1953,3,MYS,,
26.08385,1953,4,MYS,,
26.006832,1953,5,MYS,,
26.159006,1953,6,MYS,,
25.403727,1953,7,MYS,,
25.86708,1953,8,MYS,,
25.509317,1953,9,MYS,,
25.627329,1953,10,MYS,,
25.495653,1953,11,MYS,,
25.506212,1953,12,MYS,,
25.360868,1954,1,MYS,,
25.363354,1954,2,MYS,,
25.629192,1954,3,MYS,,
25.903107,1954,4,MYS,,
25.954657,1954,5,MYS,,
25.580746,1954,6,MYS,,
25.311802,1954,7,MYS,,
25.571428,1954,8,MYS,,
25.419254,1954,9,MYS,,
25.074535,1954,10,MYS,,
25.027328,1954,11,MYS,,
25.042858,1954,12,MYS,,
25.004347,1955,1,MYS,,
24.944721,1955,2,MYS,,
25.298138,1955,3,MYS,,
25.798136,1955,4,MYS,,
26.195652,1955,5,MYS,,
25.613667,1955,6,MYS,,
25.427328,1955,7,MYS,,
25.306833,1955,8,MYS,,
25.43354,1955,9,MYS,,
25.543478,1955,10,MYS,,
25.135403,1955,11,MYS,,
24.909317,1955,12,MYS,,
24.619877,1956,1,MYS,,
24.91677,1956,2,MYS,,
25.356522,1956,3,MYS,,
25.899378,1956,4,MYS,,
25.673914,1956,5,MYS,,
25.412422,1956,6,MYS,,
25.090061,1956,7,MYS,,
25.221739,1956,8,MYS,,
25.258385,1956,9,MYS,,
25.06087,1956,10,MYS,,
24.999378,1956,11,MYS,,
24.649067,1956,12,MYS,,
24.71118,1957,1,MYS,,
24.732298,1957,2,MYS,,
25.445341,1957,3,MYS,,
25.93851,1957,4,MYS,,
26.002483,1957,5,MYS,,
26.134161,1957,6,MYS,,
25.71615,1957,7,MYS,,
25.688818,1957,8,MYS,,
25.497517,1957,9,MYS,,
25.551554,1957,10,MYS,,
25.418013,1957,11,MYS,,
25.452795,1957,12,MYS,,
25.508076,1958,1,MYS,,
25.356522,1958,2,MYS,,
25.863974,1958,3,MYS,,
26.293789,1958,4,MYS,,
26.398758,1958,5,MYS,,
26.145962,1958,6,MYS,,
25.965216,1958,7,MYS,,
25.441616,1958,8,MYS,,
25.704967,1958,9,MYS,,
25.526707,1958,10,MYS,,
24.906834,1958,11,MYS,,
25.229815,1958,12,MYS,,
